Region,Product,Date,Sales,Discount%,Discount,Total
North,Board3,43555,9500.424735,0.058105886,552.0305988,8948.394136
South,Game4,43555,9997.832744,0.046824834,468.1468566,9529.685887
East,Game9,43555,8761.800396,0.02291428,200.7703492,8561.030047
North,Game5,43555,9288.4,0.088565986,822.6363033,8465.763697
South,Game9,43555,9945.753758,0.048870056,486.049547,9459.704211
South,Dyno1,43555,9501.774856,0.002020629,19.1995622,9482.575294
South,Game7,43555,9473.085833,0.074923466,709.7564203,8763.329413
East,Board5,43555,8526.766453,0.025648792,218.7012582,8308.065195
North,Game8,43555,9628.550577,0.063323186,609.7104978,9018.840079
South,Dyno1,43555,9583.795287,0.007551398,72.3710531,9511.424234
North,Board4,43555,9709.924891,0.048618786,472.0847652,9237.840126
South,Game8,43555,9592.770872,0.078971479,757.5553043,8835.215568
North,Game6,43555,9421.447962,0.03988628,375.7865135,9045.661448
North,Dyno4,43555,9672.794731,0.026607452,257.3684251,9415.426306
West,Game8,43555,9395.19998,0.083327493,782.8784569,8612.321523
West,Game10,43555,9284.191989,0.076300767,708.3909653,8575.801024
North,Game8,43555,9564.912089,0.052673321,503.8156878,9061.096401
South,Board4,43555,9521.470457,0.005232936,49.82524467,9471.645212
North,Dyno1,43555,9318.350962,0.041905602,390.4911091,8927.859853
South,Game3,43555,9459.195641,0.079154194,748.7350038,8710.460637
South,Board1,43555,9911.444538,0.074288644,736.307774,9175.136764
South,Dyno1,43555,9987.739018,0.002284707,22.81905721,9964.919961
North,Dyno1,43555,9491.731717,0.066358872,629.8606131,8861.871104
North,Board1,43555,9455.162321,0.039232684,370.9513986,9084.210922
North,Dyno2,43555,9908.845854,0.057422349,568.989204,9339.85665
North,Game4,43555,9571.673552,0.091577516,876.5500888,8695.123463
South,Game8,43555,10245.22677,0.076559715,784.3716416,9460.855128
South,Game10,43555,9828.452533,0.004595201,45.16371834,9783.288815
North,Game10,43555,9490.074976,0.070219551,666.3888,8823.686176
West,Game3,43555,9517.235074,0.067368757,641.1642989,8876.070775
North,Dyno2,43555,9312.503487,0.027606203,257.0828579,9055.420629
South,Game8,43555,10134.15964,0.042567948,431.3903817,9702.769258
South,Board2,43555,9560.682905,0.045627875,436.2336454,9124.44926
North,Dyno5,43555,9525.319316,0.064669874,616.0012016,8909.318114
North,Dyno1,43555,9461.953533,0.044253607,418.7255696,9043.227963
South,Board1,43555,9494.771024,0.022736725,215.879996,9278.891028
North,Dyno2,43555,9568.140554,0.037974734,363.347588,9204.792966
South,Game5,43555,9531.464197,0.013343254,127.1807454,9404.283452
South,Game1,43555,9820.147803,0.067807932,665.8839171,9154.263886
North,Game9,43555,9539.722549,0.044542403,424.9221665,9114.800382
West,Dyno5,43555,9795.383385,0.002593459,25.40392254,9769.979462
North,Game5,43555,9683.632225,0.097818059,947.2341097,8736.398115
West,Game7,43555,9730.90528,0.099527231,968.4900604,8762.41522
West,Game3,43555,9357.034329,0.05810943,543.731935,8813.302394
South,Board5,43555,9778.587407,0.091907956,898.7299789,8879.857428
North,Game1,43555,9666.405479,0.015114154,146.099537,9520.305942
West,Board4,43555,9881.207801,0.062282022,615.4215969,9265.786204
North,Dyno2,43555,9860.465116,0.069129215,681.6462136,9178.818902
North,Dyno4,43555,9994.494447,0.029679214,296.6287363,9697.865711
South,Prod T,43555,10253.2986,0.000601676,6.169165979,10247.12943
East,Game3,43555,8989.951321,0.061759945,555.2188972,8434.732424
North,Game9,43555,9479.203083,0.038601477,365.91124,9113.291843
South,Game5,43555,9768.220549,0.00150415,14.69286686,9753.527682
North,Prod T,43555,9682.969987,0.082231125,796.2415132,8886.728474
South,Game2,43555,9699.30187,0.058597654,568.3563375,9130.945532
West,Game7,43555,9765.605011,0.055006571,537.1724424,9228.432569
North,Board3,43555,9455.83657,0.00792966,74.98156721,9380.855003
West,Game10,43555,9687.98669,0.066828962,647.4380918,9040.548598
South,Game7,43555,10115.51131,0.058632435,593.0970558,9522.414254
North,Game3,43555,9436.409912,0.057552647,543.0903712,8893.319541
North,Dyno1,43555,9273.286496,0.090509355,839.3191791,8433.967317
North,Game9,43555,9650.275003,0.057462983,554.5335844,9095.741419
East,Board4,43555,9437.733075,0.080724028,761.8518313,8675.881244
South,Game6,43555,9441.119052,0.007271511,68.65120146,9372.467851
South,Game1,43555,9494.703508,0.067912645,644.8104288,8849.893079
South,Board4,43555,9821.668205,0.039001691,383.0616665,9438.606539
North,Game7,43555,9498.358004,0.08777737,833.740882,8664.617122
South,Prod T,43555,9874.858673,0.092852202,916.902376,8957.956297
East,Game6,43555,9170.113191,0.073988866,678.4862751,8491.626916
North,Game1,43555,9804.378793,0.057705499,565.766567,9238.612226
South,Game3,43555,9829.806454,0.02990389,293.9494486,9535.857005
North,Game10,43555,9288.495638,0.018385383,170.7725506,9117.723087
North,Prod T,43555,9345.629114,0.089918169,840.34186,8505.287254
North,Prod T,43555,9497.999851,0.013577696,128.9609582,9369.038893
North,Board3,43555,9707.478177,0.015327821,148.7944921,9558.683685
North,Game4,43555,9358.153694,0.03871835,362.3322717,8995.821422
North,Game6,43555,9569.145141,0.062022918,593.5063026,8975.638838
North,Board2,43555,9560.553766,0.059898457,572.6624188,8987.891347
East,Game8,43555,9058.641932,0.002081845,18.85869222,9039.78324
East,Game5,43555,8768.399279,0.038363055,336.3825868,8432.016692
North,Dyno4,43555,9467.615408,0.007239342,68.53930776,9399.0761
East,Game9,43555,8854.860801,0.049240527,436.0180142,8418.842787
South,Dyno4,43555,9612.611025,0.092480626,888.9802883,8723.630737
South,Dyno2,43555,10168.27105,0.031060698,315.8336006,9852.437449
West,Game10,43555,9153.489065,0.070823401,648.281229,8505.207836
West,Game7,43555,9420.189561,0.016711384,157.4244039,9262.765157
South,Dyno4,43555,9692.068697,0.026781546,259.56858,9432.500117
South,Game10,43555,9506.829745,0.03811004,362.3056625,9144.524083
East,Board3,43555,8965.140673,0.002225491,19.95183857,8945.188834
North,Game3,43555,9810.881349,0.081499103,799.5780305,9011.303318
North,Game1,43555,9380.103009,0.090787268,851.593922,8528.509087
North,Board1,43555,9323.892998,0.089170367,831.4149614,8492.478037
South,Game10,43555,9771.665742,0.014641028,143.0672359,9628.598506
North,Game2,43555,9611.201923,0.011162314,107.2832571,9503.918666
East,Board2,43555,8922.652267,0.095141109,848.9110332,8073.741234
South,Board2,43555,9538.166735,0.093693158,893.6609645,8644.50577
East,Board1,43555,8877.262076,0.040733367,361.6007722,8515.661304
West,Dyno5,43555,9611.404523,0.041241581,396.3895174,9215.015006
North,Game2,43555,8901.412769,0.079686836,709.3254163,8192.087353
North,Prod T,43555,8979.092605,0.092143613,827.3660309,8151.726574
North,Game9,43555,9563.51317,0.058208138,556.6742938,9006.838876
North,Game1,43555,9414.121524,0.075759544,713.2095568,8700.911967
North,Game3,43555,9539.339085,0.059395,566.589049,8972.750036
East,Board5,43555,8831.297716,0.069080238,610.0681508,8221.229565
North,Game7,43555,9550.410799,0.020216732,193.0781002,9357.332699
East,Dyno1,43555,8902.305313,0.087419962,778.2391901,8124.066123
South,Game4,43555,9510.081159,0.046972931,446.716386,9063.364773
North,Dyno2,43555,9133.14939,0.007355333,67.17735056,9065.972039
East,Game5,43555,9195.268108,0.02340305,215.197319,8980.070789
West,Game2,43555,9632.138266,0.077989085,751.201649,8880.936617
East,Board5,43555,9009.326672,0.078728484,709.2906325,8300.036039
East,Board2,43555,8774.335203,0.014872545,130.4966937,8643.838509
North,Dyno2,43555,9440.821095,0.023996608,226.5476802,9214.273415
North,Board3,43555,9743.415125,0.093715905,913.1129696,8830.302155
North,Prod T,43555,10091.8653,0.026074237,263.1376894,9828.727611
South,Board1,43555,9466.28118,0.002411959,22.83228602,9443.448894
North,Game7,43555,9161.047336,0.055593368,509.2934791,8651.753857
West,Board4,43555,9685.088095,0.027901992,270.2332462,9414.854849
West,Game10,43555,9633.097727,0.074501159,717.676949,8915.420778
North,Game2,43555,9526.263835,0.015051788,143.3873044,9382.876531
North,Prod T,43555,9449.907591,0.054840663,518.2392013,8931.66839
North,Dyno4,43555,9567.53967,0.02439705,233.4197455,9334.119925
North,Board2,43555,9696.406743,0.052132411,505.497065,9190.909678
North,Prod T,43555,9992.519268,0.025746772,257.2751185,9735.24415
South,Game3,43555,9874.877484,0.055136201,544.4632287,9330.414255
South,Board4,43555,9395.139093,0.019951613,187.4481832,9207.69091
East,Prod T,43555,8868.68539,0.017016466,150.9136861,8717.771704
North,Dyno4,43555,9927.131825,0.010440742,103.6466233,9823.485202
East,Dyno5,43555,9066.775826,0.003025593,27.43237065,9039.343455
East,Game3,43555,8848.455942,0.044107284,390.2813579,8458.174584
West,Game2,43555,9201.561004,0.002109845,19.41386358,9182.14714
South,Game9,43555,9864.656033,0.054894637,541.5167164,9323.139317
North,Dyno4,43555,9799.666531,0.045200903,442.9537762,9356.712755
North,Board3,43555,9453.331012,0.01805855,170.7134464,9282.617566
West,Board4,43555,9065.155609,0.008385656,76.01727541,8989.138334
West,Game6,43555,9115.286464,0.093980258,856.6569699,8258.629494
North,Game10,43555,9602.237104,0.009028057,86.6895464,9515.547558
North,Dyno2,43555,9217.96716,0.072016781,663.848326,8554.118834
East,Dyno4,43555,9013.741337,0.010780889,97.17614864,8916.565188
South,Game9,43555,9798.66322,0.00291364,28.54977431,9770.113446
North,Dyno4,43555,9422.848658,0.099006583,932.9240453,8489.924613
North,Dyno2,43555,9407.204659,0.032096035,301.9339744,9105.270685
North,Dyno1,43555,9598.141614,0.041501562,398.337867,9199.803747
West,Game5,43555,9379.976614,0.054082465,507.2922615,8872.684352
South,Board5,43555,9829.06173,0.099325581,976.2772664,8852.784464
North,Game3,43555,9937.379684,0.041780307,415.1867784,9522.192906
North,Prod T,43555,9817.769909,0.001213067,11.90961546,9805.860294
West,Board5,43555,9498.50631,0.029814859,283.1966229,9215.309687
East,Dyno1,43555,9215.674031,0.012210615,112.5290485,9103.144983
North,Dyno5,43555,9520.309084,0.017084654,162.651183,9357.657901
South,Board3,43555,9557.364964,0.025936268,247.8823746,9309.482589
North,Game5,43555,9124.379529,0.095489772,871.2849238,8253.094605
North,Game6,43555,9438.865469,0.038745307,365.7117427,9073.153726
North,Game7,43555,9365.304694,0.037554545,351.7097567,9013.594937
North,Game3,43555,9464.053054,0.006175051,58.44101439,9405.61204
South,Game10,43555,9862.840352,0.03045754,300.397858,9562.442494
South,Dyno5,43555,9631.019996,0.065134183,627.308618,9003.711378
North,Game10,43555,9467.524542,0.024938181,236.1028428,9231.421699
West,Game3,43555,9903.290632,0.014599436,144.5824542,9758.708178
West,Board1,43555,9602.756436,0.082430993,791.5647476,8811.191688
West,Game1,43555,9382.598736,0.01984186,186.1682075,9196.430528
South,Board2,43555,9711.429063,0.077313922,750.8286673,8960.600396
East,Game4,43555,8829.642655,0.030175175,266.4360115,8563.206644
North,Dyno4,43555,9409.08196,0.073163675,688.4030167,8720.678943
North,Dyno2,43555,9627.255787,0.084440287,812.9282426,8814.327544
North,Prod T,43555,9517.862429,0.051871606,493.7068142,9024.155615
North,Dyno5,43555,9791.615417,0.011712178,114.6811449,9676.934272
South,Dyno4,43555,9979.097788,0.069655608,695.1001196,9283.997668
East,Game9,43555,8925.67061,0.088712764,791.820906,8133.849704
North,Game6,43555,9538.663018,0.050662655,483.2539916,9055.409026
East,Game7,43555,8997.422798,0.06557927,590.0444167,8407.378381
North,Game10,43555,9683.856581,0.044348136,429.4609839,9254.395597
North,Board4,43555,9464.009798,0.005930303,56.12444511,9407.885353
North,Board3,43555,9881.501648,0.007965156,78.7077043,9802.793944
North,Board3,43555,9437.693435,0.083286064,786.0283403,8651.665095
North,Board1,43555,9607.727991,0.017985676,172.8014808,9434.92651
North,Prod T,43555,9529.419875,0.017710074,168.7667352,9360.65314
West,Dyno4,43555,9534.348273,0.098179043,936.0731891,8598.275084
North,Game1,43555,9473.845004,0.019627728,185.9500506,9287.894953
North,Board4,43555,9734.549246,0.071845335,699.3819544,9035.167292
North,Board4,43555,9534.187879,0.02463404,234.8655634,9299.322316
South,Board4,43555,10024.7688,0.084402611,846.1166642,9178.652136
North,Game1,43555,9618.913825,0.056502823,543.49579,9075.418035
North,Game8,43555,9253.700495,0.034168777,316.1876254,8937.51287
South,Prod T,43555,9735.108821,0.025563517,248.8636153,9486.245206
North,Board1,43555,9698.692329,0.072014005,698.4416821,9000.250647
North,Game3,43555,9715.261648,0.057476167,558.3959995,9156.865648
South,Board5,43555,10243.25977,0.046083767,472.0479927,9771.211777
East,Board5,43555,8986.40056,0.05028135,451.8483547,8534.552205
North,Prod T,43555,10137.17582,0.095199649,965.0555838,9172.120236
East,Prod T,43555,8580.743644,0.071123067,610.2888075,7970.454837
South,Prod T,43555,9671.743383,0.024364908,235.6511395,9436.092243
South,Board2,43555,9723.370612,0.064237079,624.6009263,9098.769686
South,Game6,43555,9670.478585,0.066995883,647.8822547,9022.59633
North,Game7,43555,9693.596294,0.042818837,415.0685209,9278.527773
North,Board3,43555,9677.434224,0.03061019,296.2280996,9381.206124
South,Game4,43555,9858.851824,0.006930557,68.32733521,9790.524489
North,Game5,43555,9513.533381,0.038139473,362.8411498,9150.692231
North,Game7,43555,9486.735895,0.09570613,907.9387771,8578.797118
East,Prod T,43555,8786.9775,0.039268171,345.0485362,8441.928964
South,Game4,43555,9635.045238,0.043846536,422.4633607,9212.581877
North,Game4,43555,9779.455518,0.01665318,162.8590368,9616.596481
North,Game6,43555,9213.869698,0.052941529,487.7963489,8726.073349
North,Game8,43555,9494.760643,0.05894125,559.6330562,8935.127587
North,Dyno2,43555,9429.456557,0.005566473,52.48881766,9376.967739
North,Board1,43555,9798.472379,0.002799626,27.43206263,9771.040316
North,Board4,43555,9589.756285,0.080551594,772.4701514,8817.286134
North,Board4,43555,9418.225934,0.009274692,87.35114256,9330.874791
South,Board2,43555,9814.697338,0.071715884,703.8696961,9110.827642
North,Board1,43555,9250.795732,0.038651338,357.5556364,8893.240096
South,Game9,43555,9679.099735,0.041988798,406.4137651,9272.68597
South,Board5,43555,9772.238826,0.082041263,801.7268128,8970.512013
South,Game2,43555,9591.008747,0.07223991,692.8536053,8898.155142
South,Game1,43555,9768.941486,0.036521685,356.7782078,9412.163278
West,Game5,43555,9263.608431,0.006730924,62.35264758,9201.255783
South,Board4,43555,9394.43434,0.038201712,358.8834713,9035.550869
West,Game10,43555,9682.470848,0.031886538,308.7404742,9373.730374
North,Game7,43555,9889.093222,0.006439239,63.67823129,9825.414991
West,Game3,43555,9376.516312,0.056936573,533.8667072,8842.649605
North,Board3,43555,9258.10869,0.050051138,463.3788797,8794.72981
North,Board2,43555,9823.493372,0.074518087,732.0279372,9091.465435
North,Game6,43555,9594.550288,0.0401612,385.3286507,9209.221637
North,Game2,43555,9442.074835,0.045341674,428.1194834,9013.955352
South,Dyno2,43555,9518.89774,0.011363918,108.1719779,9410.725762
West,Game4,43555,9286.148421,0.07258285,674.0151164,8612.133305
South,Board3,43555,10204.86768,0.04987266,508.9438987,9695.923781
West,Board4,43555,9791.927423,0.082289657,805.774345,8986.153078
North,Dyno1,43555,9258.014179,0.035566931,329.2791543,8928.735025
North,Game7,43555,9834.822706,0.037499762,368.8035066,9466.019199
North,Game3,43555,9456.062808,0.066461192,628.4612074,8827.601601
South,Game6,43555,9732.084498,0.021679707,210.9887384,9521.09576
North,Dyno2,43555,9411.700493,0.084936921,799.4008623,8612.299631
South,Prod T,43555,9683.467127,0.046889356,454.051537,9229.41559
South,Game1,43555,9662.359336,0.012865362,124.3097464,9538.04959
North,Game10,43555,9691.461413,0.011877593,115.111234,9576.350179
South,Game7,43555,9503.53965,0.069406876,659.610996,8843.928654
West,Dyno1,43555,9410.331349,0.026850802,252.6749432,9157.656406
West,Game7,43555,9435.371701,0.041740228,393.8345634,9041.537138
South,Game5,43555,9907.762545,0.006441306,63.81893428,9843.943611
North,Dyno2,43555,9608.888457,0.079814329,766.926982,8841.961475
South,Board1,43555,9893.112192,0.049385511,488.5763977,9404.535794
North,Game9,43555,9662.824544,0.0743414,718.3479083,8944.476636
North,Board1,43555,9504.266694,0.060531092,575.3036428,8928.963051
South,Prod T,43555,9520.156869,0.005941577,56.56474587,9463.592123
South,Game10,43555,9892.929197,0.061555641,608.9655992,9283.963598
East,Game10,43555,9007.221479,0.078522772,707.2720011,8299.949478
West,Game5,43555,9424.779724,0.097255124,916.6081227,8508.171601
North,Game7,43555,9509.271585,0.099403515,945.2550245,8564.01656
South,Dyno2,43555,9638.268026,0.026681772,257.1660666,9381.101959
North,Game9,43555,9515.372661,0.024557217,233.6710749,9281.701586
North,Dyno1,43555,9085.358185,0.047154497,428.4154919,8656.942693
South,Game3,43555,9780.160942,0.080451448,786.8281135,8993.332828
North,Board4,43555,9711.414814,0.029255119,284.1085964,9427.306218
North,Game7,43555,9674.456241,0.060058503,581.0333596,9093.422881
North,Dyno4,43555,9602.589807,0.036208838,347.6986219,9254.891185
North,Board4,43555,9370.875454,0.000720834,6.754847456,9364.120607
North,Dyno2,43555,9660.194247,0.052166476,503.938288,9156.255959
South,Board1,43555,9936.788975,0.079651717,791.4822995,9145.306675
North,Game10,43555,9548.373923,0.000139226,1.329378477,9547.044545
North,Game3,43555,9868.898361,0.089649349,884.7403117,8984.158049
North,Board5,43555,9792.691559,0.00104051,10.18939761,9782.502161
West,Game8,43555,9293.738414,0.062407891,580.002614,8713.7358
North,Game6,43555,9442.288799,0.0795688,751.3115921,8690.977207
North,Dyno2,43555,9300.551541,0.079494405,739.341814,8561.209727
North,Prod T,43555,9481.600265,0.02057526,195.0863889,9286.513876
North,Board5,43555,9435.735042,0.003971653,37.47546702,9398.259575
North,Game4,43555,9471.981807,0.043630453,413.2668578,9058.714949
South,Game8,43555,9846.584824,0.035674094,351.2679934,9495.316831
South,Prod T,43555,9609.997754,0.08296792,797.3215254,8812.676229
South,Board3,43555,9688.276564,0.086489584,837.9350076,8850.341556
North,Game3,43555,9714.552428,0.043216815,419.8320132,9294.720415
West,Game8,43555,9487.222526,0.087466089,829.8102514,8657.412275
North,Dyno4,43555,9525.936142,0.026052437,248.1738479,9277.762294
North,Game10,43555,9376.950368,0.04896904,459.1802597,8917.770108
South,Game8,43555,9955.810122,0.041889665,417.0455479,9538.764574
East,Dyno4,43555,8744.960639,0.093582397,818.3743753,7926.586264
North,Game1,43555,9618.731236,0.048736763,468.7858272,9149.945409
West,Dyno2,43555,9514.811356,0.079298732,754.5124804,8760.298876
West,Game9,43555,9046.087341,0.050083641,453.0609924,8593.026349
North,Dyno4,43555,9907.317537,0.072287482,716.1750349,9191.142502
South,Game5,43555,9801.074887,0.017695286,173.4328201,9627.642067
South,Board4,43555,9725.006798,0.079236563,770.5761144,8954.430684
South,Game7,43555,9496.804085,0.046882352,445.2325108,9051.571574
West,Game7,43555,9504.211945,0.081821298,777.6469572,8726.564988
South,Game4,43555,9861.587091,0.015932343,157.1181901,9704.468901
North,Prod T,43555,9575.29756,0.019062026,182.5245742,9392.772986
North,Dyno4,43555,9277.817577,0.057531438,533.76619,8744.051387
North,Game6,43555,9167.046781,0.082998129,760.84773,8406.199051
North,Board5,43555,9559.603466,0.056629513,541.3556918,9018.247774
North,Board4,43555,9708.578901,0.071396749,693.1609733,9015.417928
South,Dyno1,43555,9605.661684,0.062330596,598.7266141,9006.93507
South,Game7,43555,9809.763004,0.07316812,717.7619194,9092.001085
North,Prod T,43555,9672.755975,0.093265695,902.1363053,8770.61967
North,Game8,43555,9523.695358,0.01603038,152.6684536,9371.026904
South,Dyno2,43555,9989.406094,0.071846758,717.7064435,9271.69965
South,Board3,43555,9302.608144,0.020594376,191.5814139,9111.02673
North,Game1,43555,9792.282269,0.060734142,594.7258632,9197.556406
West,Game6,43555,9682.042498,0.044957051,435.2760827,9246.766415
North,Dyno4,43555,9315.689756,0.082538177,768.900054,8546.789702
West,Dyno2,43555,9120.134817,0.095679421,872.6092228,8247.525594
North,Dyno2,43555,9584.938668,0.060615335,580.9942656,9003.944402
North,Board2,43555,9349.418069,0.019294948,180.3965342,9169.021535
North,Dyno5,43555,9180.804926,0.082045981,753.2481452,8427.556781
East,Game10,43555,8696.062028,0.048826494,424.5982244,8271.463804
East,Board1,43555,8886.308214,0.040082443,356.1849405,8530.123274
North,Game9,43555,9722.781846,0.03178192,309.0086751,9413.773171
North,Dyno1,43555,9538.640731,0.046812194,446.5247003,9092.116031
North,Board1,43555,9447.81156,0.072273248,682.8240238,8764.987536
West,Game4,43555,9050.391763,0.020285096,183.5880671,8866.803696
West,Board1,43555,9488.818935,0.095283539,904.1282528,8584.690682
North,Game10,43555,9863.989668,0.079146094,780.6962517,9083.293416
North,Dyno1,43555,9370.896526,0.019028817,178.3170745,9192.579451
East,Board4,43555,8889.708482,0.009700723,86.23659594,8803.471886
West,Game1,43555,9474.736422,0.023303219,220.7918571,9253.944565
North,Board5,43555,9446.563602,0.008182194,77.29361917,9369.269983
South,Game5,43555,9652.869994,0.021907429,211.4695649,9441.400429
South,Dyno4,43555,9786.315843,0.09216923,901.9971956,8884.318647
South,Game9,43555,9691.976789,0.071677772,694.6993055,8997.277483
South,Dyno5,43555,9476.135197,0.039802784,377.1765583,9098.958639
North,Game4,43555,9692.901358,0.06422147,622.4923786,9070.408979
North,Prod T,43555,9627.213397,0.027404075,263.824879,9363.388518
West,Board1,43555,9277.249597,0.006887631,63.89827533,9213.351322
North,Prod T,43555,9543.731422,0.076419476,729.3269535,8814.404468
South,Game2,43555,10017.51738,0.032594305,326.5140198,9691.00336
North,Game8,43555,9497.96069,0.035275149,335.0419745,9162.918716
North,Game3,43555,9538.174427,0.082433335,786.2635232,8751.910904
